table_name,record_number,primary_key_hint,record_label,record_json
data_dictionary,64,data_dictionary_0064,stream_signal_metrics,"{""table_name"": ""stream_signal_metrics"", ""column_name"": ""raw_value"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,65,data_dictionary_0065,stream_signal_metrics,"{""table_name"": ""stream_signal_metrics"", ""column_name"": ""normalized_score"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,66,data_dictionary_0066,stream_signal_metrics,"{""table_name"": ""stream_signal_metrics"", ""column_name"": ""trend_7d"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,67,data_dictionary_0067,stream_signal_metrics,"{""table_name"": ""stream_signal_metrics"", ""column_name"": ""weakest_flag"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,68,data_dictionary_0068,stream_signal_metrics,"{""table_name"": ""stream_signal_metrics"", ""column_name"": ""strongest_flag"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,69,data_dictionary_0069,stream_signal_metrics,"{""table_name"": ""stream_signal_metrics"", ""column_name"": ""recommended_action"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,70,data_dictionary_0070,stream_signal_metrics,"{""table_name"": ""stream_signal_metrics"", ""column_name"": ""captured_at"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,71,data_dictionary_0071,bestie_actions,"{""table_name"": ""bestie_actions"", ""column_name"": ""bestie_action_id"", ""description"": ""Optional Bestie panel suggestions, triggers, and accepted actions."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,72,data_dictionary_0072,bestie_actions,"{""table_name"": ""bestie_actions"", ""column_name"": ""stream_id"", ""description"": ""Optional Bestie panel suggestions, triggers, and accepted actions."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,73,data_dictionary_0073,bestie_actions,"{""table_name"": ""bestie_actions"", ""column_name"": ""creator_id"", ""description"": ""Optional Bestie panel suggestions, triggers, and accepted actions."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,74,data_dictionary_0074,bestie_actions,"{""table_name"": ""bestie_actions"", ""column_name"": ""action_type"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,75,data_dictionary_0075,bestie_actions,"{""table_name"": ""bestie_actions"", ""column_name"": ""tone"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,76,data_dictionary_0076,bestie_actions,"{""table_name"": ""bestie_actions"", ""column_name"": ""trigger_source"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,77,data_dictionary_0077,bestie_actions,"{""table_name"": ""bestie_actions"", ""column_name"": ""suggestion"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,78,data_dictionary_0078,bestie_actions,"{""table_name"": ""bestie_actions"", ""column_name"": ""priority"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,79,data_dictionary_0079,bestie_actions,"{""table_name"": ""bestie_actions"", ""column_name"": ""creator_accepted"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,80,data_dictionary_0080,bestie_actions,"{""table_name"": ""bestie_actions"", ""column_name"": ""impact_metric"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,81,data_dictionary_0081,bestie_actions,"{""table_name"": ""bestie_actions"", ""column_name"": ""estimated_minutes_saved"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,82,data_dictionary_0082,bestie_actions,"{""table_name"": ""bestie_actions"", ""column_name"": ""status"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,83,data_dictionary_0083,clip_pipeline,"{""table_name"": ""clip_pipeline"", ""column_name"": ""clip_id"", ""description"": ""Repurpose engine queue for TikTok, Reels, Shorts, and other short-form distribution."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,84,data_dictionary_0084,clip_pipeline,"{""table_name"": ""clip_pipeline"", ""column_name"": ""stream_id"", ""description"": ""Repurpose engine queue for TikTok, Reels, Shorts, and other short-form distribution."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,85,data_dictionary_0085,clip_pipeline,"{""table_name"": ""clip_pipeline"", ""column_name"": ""creator_id"", ""description"": ""Repurpose engine queue for TikTok, Reels, Shorts, and other short-form distribution."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,86,data_dictionary_0086,clip_pipeline,"{""table_name"": ""clip_pipeline"", ""column_name"": ""source_timestamp"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,87,data_dictionary_0087,clip_pipeline,"{""table_name"": ""clip_pipeline"", ""column_name"": ""clip_hook"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,88,data_dictionary_0088,clip_pipeline,"{""table_name"": ""clip_pipeline"", ""column_name"": ""destination_platform"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,89,data_dictionary_0089,clip_pipeline,"{""table_name"": ""clip_pipeline"", ""column_name"": ""status"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,90,data_dictionary_0090,clip_pipeline,"{""table_name"": ""clip_pipeline"", ""column_name"": ""duration_seconds"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,91,data_dictionary_0091,clip_pipeline,"{""table_name"": ""clip_pipeline"", ""column_name"": ""clip_score"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,92,data_dictionary_0092,clip_pipeline,"{""table_name"": ""clip_pipeline"", ""column_name"": ""projected_views"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,93,data_dictionary_0093,clip_pipeline,"{""table_name"": ""clip_pipeline"", ""column_name"": ""actual_views"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""yes""}"
data_dictionary,94,data_dictionary_0094,clip_pipeline,"{""table_name"": ""clip_pipeline"", ""column_name"": ""repurpose_priority"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,95,data_dictionary_0095,raid_crm,"{""table_name"": ""raid_crm"", ""column_name"": ""relationship_id"", ""description"": ""Creator CRM for raid partners, guests, and collaborator follow-up."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,96,data_dictionary_0096,raid_crm,"{""table_name"": ""raid_crm"", ""column_name"": ""creator_id"", ""description"": ""Creator CRM for raid partners, guests, and collaborator follow-up."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,97,data_dictionary_0097,raid_crm,"{""table_name"": ""raid_crm"", ""column_name"": ""partner_handle"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,98,data_dictionary_0098,raid_crm,"{""table_name"": ""raid_crm"", ""column_name"": ""platform"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,99,data_dictionary_0099,raid_crm,"{""table_name"": ""raid_crm"", ""column_name"": ""compatibility_score"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,100,data_dictionary_0100,raid_crm,"{""table_name"": ""raid_crm"", ""column_name"": ""last_raid_date"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""yes""}"
data_dictionary,101,data_dictionary_0101,raid_crm,"{""table_name"": ""raid_crm"", ""column_name"": ""raids_sent"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,102,data_dictionary_0102,raid_crm,"{""table_name"": ""raid_crm"", ""column_name"": ""raids_received"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,103,data_dictionary_0103,raid_crm,"{""table_name"": ""raid_crm"", ""column_name"": ""follow_up_date"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""yes""}"
data_dictionary,104,data_dictionary_0104,raid_crm,"{""table_name"": ""raid_crm"", ""column_name"": ""relationship_status"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,105,data_dictionary_0105,raid_crm,"{""table_name"": ""raid_crm"", ""column_name"": ""next_action"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,106,data_dictionary_0106,monetization_events,"{""table_name"": ""monetization_events"", ""column_name"": ""monetization_event_id"", ""description"": ""Revenue, escrow, fraud, and payout-status events."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,107,data_dictionary_0107,monetization_events,"{""table_name"": ""monetization_events"", ""column_name"": ""creator_id"", ""description"": ""Revenue, escrow, fraud, and payout-status events."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,108,data_dictionary_0108,monetization_events,"{""table_name"": ""monetization_events"", ""column_name"": ""stream_id"", ""description"": ""Revenue, escrow, fraud, and payout-status events."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,109,data_dictionary_0109,monetization_events,"{""table_name"": ""monetization_events"", ""column_name"": ""source_type"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,110,data_dictionary_0110,monetization_events,"{""table_name"": ""monetization_events"", ""column_name"": ""gross_amount_usd"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,111,data_dictionary_0111,monetization_events,"{""table_name"": ""monetization_events"", ""column_name"": ""platform_fee_pct"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,112,data_dictionary_0112,monetization_events,"{""table_name"": ""monetization_events"", ""column_name"": ""trust_flag"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,113,data_dictionary_0113,monetization_events,"{""table_name"": ""monetization_events"", ""column_name"": ""escrow_required"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,114,data_dictionary_0114,monetization_events,"{""table_name"": ""monetization_events"", ""column_name"": ""payout_status"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,115,data_dictionary_0115,monetization_events,"{""table_name"": ""monetization_events"", ""column_name"": ""risk_score"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,116,data_dictionary_0116,monetization_events,"{""table_name"": ""monetization_events"", ""column_name"": ""notes"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""yes""}"
data_dictionary,117,data_dictionary_0117,failover_events,"{""table_name"": ""failover_events"", ""column_name"": ""failover_event_id"", ""description"": ""Reliability incidents and recovery actions."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,118,data_dictionary_0118,failover_events,"{""table_name"": ""failover_events"", ""column_name"": ""stream_id"", ""description"": ""Reliability incidents and recovery actions."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,119,data_dictionary_0119,failover_events,"{""table_name"": ""failover_events"", ""column_name"": ""module"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,120,data_dictionary_0120,failover_events,"{""table_name"": ""failover_events"", ""column_name"": ""failure_type"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,121,data_dictionary_0121,failover_events,"{""table_name"": ""failover_events"", ""column_name"": ""detected_by"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,122,data_dictionary_0122,failover_events,"{""table_name"": ""failover_events"", ""column_name"": ""recovery_action"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,123,data_dictionary_0123,failover_events,"{""table_name"": ""failover_events"", ""column_name"": ""downtime_ms"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,124,data_dictionary_0124,failover_events,"{""table_name"": ""failover_events"", ""column_name"": ""viewer_retention_delta_pct"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,125,data_dictionary_0125,failover_events,"{""table_name"": ""failover_events"", ""column_name"": ""resolved"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,126,data_dictionary_0126,failover_events,"{""table_name"": ""failover_events"", ""column_name"": ""severity"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,127,data_dictionary_0127,growth_forecasts,"{""table_name"": ""growth_forecasts"", ""column_name"": ""forecast_id"", ""description"": ""Predictive Growth Intel forecast outputs with confidence scores."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,128,data_dictionary_0128,growth_forecasts,"{""table_name"": ""growth_forecasts"", ""column_name"": ""creator_id"", ""description"": ""Predictive Growth Intel forecast outputs with confidence scores."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,129,data_dictionary_0129,growth_forecasts,"{""table_name"": ""growth_forecasts"", ""column_name"": ""horizon_days"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,130,data_dictionary_0130,growth_forecasts,"{""table_name"": ""growth_forecasts"", ""column_name"": ""model_type"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,131,data_dictionary_0131,growth_forecasts,"{""table_name"": ""growth_forecasts"", ""column_name"": ""projected_avg_viewers"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,132,data_dictionary_0132,growth_forecasts,"{""table_name"": ""growth_forecasts"", ""column_name"": ""projected_new_followers"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,133,data_dictionary_0133,growth_forecasts,"{""table_name"": ""growth_forecasts"", ""column_name"": ""projected_engagement_rate_pct"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,134,data_dictionary_0134,growth_forecasts,"{""table_name"": ""growth_forecasts"", ""column_name"": ""estimated_revenue_usd"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,135,data_dictionary_0135,growth_forecasts,"{""table_name"": ""growth_forecasts"", ""column_name"": ""confidence_score"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,136,data_dictionary_0136,growth_forecasts,"{""table_name"": ""growth_forecasts"", ""column_name"": ""primary_driver"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,137,data_dictionary_0137,growth_forecasts,"{""table_name"": ""growth_forecasts"", ""column_name"": ""recommended_action_id"", ""description"": ""Predictive Growth Intel forecast outputs with confidence scores."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""yes""}"
data_dictionary,138,data_dictionary_0138,feature_modules,"{""table_name"": ""feature_modules"", ""column_name"": ""module_id"", ""description"": ""Product roadmap module matrix by phase, priority, impact, and complexity."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,139,data_dictionary_0139,feature_modules,"{""table_name"": ""feature_modules"", ""column_name"": ""pillar"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,140,data_dictionary_0140,feature_modules,"{""table_name"": ""feature_modules"", ""column_name"": ""module_name"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,141,data_dictionary_0141,feature_modules,"{""table_name"": ""feature_modules"", ""column_name"": ""phase"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,142,data_dictionary_0142,feature_modules,"{""table_name"": ""feature_modules"", ""column_name"": ""status"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,143,data_dictionary_0143,feature_modules,"{""table_name"": ""feature_modules"", ""column_name"": ""impact_score"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,144,data_dictionary_0144,feature_modules,"{""table_name"": ""feature_modules"", ""column_name"": ""complexity_score"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,145,data_dictionary_0145,feature_modules,"{""table_name"": ""feature_modules"", ""column_name"": ""strategic_priority"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,146,data_dictionary_0146,feature_modules,"{""table_name"": ""feature_modules"", ""column_name"": ""owner_team"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,147,data_dictionary_0147,feature_modules,"{""table_name"": ""feature_modules"", ""column_name"": ""success_metric"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,148,data_dictionary_0148,competitor_matrix,"{""table_name"": ""competitor_matrix"", ""column_name"": ""feature_category"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,149,data_dictionary_0149,competitor_matrix,"{""table_name"": ""competitor_matrix"", ""column_name"": ""amalgam"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,150,data_dictionary_0150,competitor_matrix,"{""table_name"": ""competitor_matrix"", ""column_name"": ""twitch"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,151,data_dictionary_0151,competitor_matrix,"{""table_name"": ""competitor_matrix"", ""column_name"": ""youtube_live"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,152,data_dictionary_0152,competitor_matrix,"{""table_name"": ""competitor_matrix"", ""column_name"": ""kick"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,153,data_dictionary_0153,competitor_matrix,"{""table_name"": ""competitor_matrix"", ""column_name"": ""tiktok_live"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,154,data_dictionary_0154,competitor_matrix,"{""table_name"": ""competitor_matrix"", ""column_name"": ""amalgam_moat"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,155,data_dictionary_0155,device_targets,"{""table_name"": ""device_targets"", ""column_name"": ""device_target_id"", ""description"": ""Supported platform/device roadmap."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,156,data_dictionary_0156,device_targets,"{""table_name"": ""device_targets"", ""column_name"": ""platform"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,157,data_dictionary_0157,device_targets,"{""table_name"": ""device_targets"", ""column_name"": ""phase"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,158,data_dictionary_0158,device_targets,"{""table_name"": ""device_targets"", ""column_name"": ""role"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,159,data_dictionary_0159,device_targets,"{""table_name"": ""device_targets"", ""column_name"": ""supported"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,160,data_dictionary_0160,device_targets,"{""table_name"": ""device_targets"", ""column_name"": ""capture_path"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,161,data_dictionary_0161,device_targets,"{""table_name"": ""device_targets"", ""column_name"": ""fallback_path"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,162,data_dictionary_0162,product_surfaces,"{""table_name"": ""product_surfaces"", ""column_name"": ""surface_id"", ""description"": ""UX surfaces and product jobs-to-be-done."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
